openalexid,value,key
W4200459217,"['Deep convolutional neural network (DCNN)', 'Color-histogram equalization', 'Unsharp masking']",Data-Centric AI
W4308987459,"['machine learning', 'random forests', 'extreme gradient boosting', 'neural networks', 'generalized linear models', 'generalized additive models']",Predictive AI
W3097252853,[],Other
W4284962752,"['machine learning', 'time-series forecasting']",Predictive AI
W3194738072,"['deep convolutional generative adversarial network', 'flood prediction']",Data-Centric AI
W4220688845,[],Other
W4313574600,"['Cascade Forest Model', 'Flood Susceptibility Mapping', 'Machine Learning Models', 'Random Forest', 'Support Vector Machine', 'Decision Tree', 'Deep Neural Network', 'Light Gradient Boosting Machine', 'Extreme Gradient Boosting', 'Categorical Boosting']",Predictive AI
W3122449402,"['Random Forest', 'Gradient Boosting Machine', 'Neural Network']",Predictive AI
W4223602425,"['supervised learning', 'sequence-function mapping', 'experimental data']",Predictive AI
W4200223653,"['satellite sensors', 'Random Forest', 'Logit Boost', 'Stochastic Gradient Boosting', 'Artificial Neural Network', 'K-nearest neighbor']",Data-Centric AI
W3009111239,"['IoT sensor analytics', 'LSTM-based']",Data-Centric AI
W3087613434,"['Random forest', 'RetinaNet']",Predictive AI
W4384830493,[],Other
W4284704084,['machine learning'],Data-Centric AI
W3159044987,"['GANs', 'LSTM-based', 'Synthetic data creation', 'Anomaly detection', 'IoT sensor analytics']",Data-Centric AI
W4283591366,"['ACE R-CNN', 'Sobel filter', 'individual tree species identification', 'complex forest environments', 'edge detection', 'feature extraction backbone network']",Decision-Support AI
W3200720309,[],Decision-Support AI
W4362640917,"['seismic cataloging reports', 'artificial intelligence seismological training dataset', 'three-component waveform traces', 'P- and S-phase arrival time labels', 'P-wave first-motion polarity labels']",Data-Centric AI
W3019878414,"['machine learning method', 'predicting flood hydrographs']",Predictive AI
W3139516621,"['deep learning', 'endophyte bioprospecting']",Decision-Support AI
W4226278795,"['neural network model', 'ground truth data', 'inventory plots']",Data-Centric AI
W4318305674,[],Other
W3215653694,"['MCQRNN', 'XinansaJ conceptual model']",Predictive AI
W4214882912,"['Convolutional Neural Networks', 'Satellite imagery', 'Preprocessing', 'Co-registration', 'Sentinel imagery']",Data-Centric AI
W3129228561,"['machine learning models', 'quantitative analysis', 'computational time', 'prediction accuracy']",Predictive AI
W4388845362,['Gaussian Processes'],Predictive AI
W4200208593,"['image classification', 'neural network', 'cellular automata', 'markov chain']",Predictive AI
W3127896862,"['machine learning', 'anthropogenic signal', 'global observational datasets']",Decision-Support AI
W3080467569,"['passive acoustics', 'source separation', 'supervised machine learning']",Decision-Support AI
W3040411089,"['machine learning', 'process-based modelling']",Predictive AI
W3043608067,[],Data-Centric AI
W2906822812,"['deep learning', 'diagnostic model']",Predictive AI
W3171474958,"['Deep learning', 'Classification', 'XGboost']",Predictive AI
W4296126282,"['machine learning models', 'ClimateBench', 'annual mean global distributions of temperature', 'diurnal temperature range', 'precipitation']",Predictive AI
W4200302434,"['fully convolutional networks', 'U-Net', 'ResU-Net', 'SegNet', 'FC-DenseNet', 'DeepLabv3+', 'satellite imagery preprocessing']",Data-Centric AI
W3210899793,"['Remote sensing data', 'Convolutional neural network', 'Time-series forecasting', 'Mowing frequency prediction']",Predictive AI
W3144531949,"['AR', 'SARIMA', 'Holt-Winters', 'stacked', 'bi-directional', 'auto-encoder', 'convolution long short-term memory networks']",Predictive AI
W3174617618,"['EarthNet2021', 'Satellite imagery preprocessing', 'Future weather conditioning']",Predictive AI
W4387437512,"['hybrid hydroclimatic forecasting systems', 'machine learning', 'numerical weather prediction', 'climate models', 'hydrology', 'Earth system models']",Predictive AI
W4316590524,"['computer vision (CV)', 'deep learning (DL)']",Data-Centric AI
W3168241862,"['XGBoost', 'Long Short-Term Memory (LSTM)']",Predictive AI
W4200565577,"['DroughtCast', 'machine learning framework', 'forecasting', 'drought conditions']",Decision-Support AI
W4282575238,[],Other
W3015413887,['IoT sensor analytics'],Data-Centric AI
W3203217919,"['discriminative neural networks', 'domain adaptation neural networks']",Data-Centric AI
W3144735436,"['machine learning', 'sea level variability', 'predicting regional sea levels']",Predictive AI
W4303195676,"['Machine Learning', 'Deep learning']",Predictive AI
W3099912322,"['Active Learning', 'Federated Learning']",Decision-Support AI
W4291019702,"['AI', 'plant breeding', 'OMICS data sets']",Data-Centric AI
W3025078473,"['Natural Language Processing', 'Topic Modelling', 'Machine Learning Classification']",Data-Centric AI
W3047753558,"['segmentation neural networks', 'pretraining with ImageNet', 'OpenStreetMap']",Predictive AI
W3039288654,"['blockchain consensus', 'collective decision-making', 'crowd-sensing']",Data-Centric AI
W4283800300,"['Random Forest', 'XGBoost', 'MLP neural network', 'logistic regression']",Predictive AI
W3011709873,"['NARX neural networks', 'groundwater level fluctuation modeling']",Predictive AI
W4306901727,[],Data-Centric AI
W4224226825,[],Other
W3048277640,"['machine learning', 'ML models', 'flood occurrence prediction', 'rainfall threshold', 'classification']",Predictive AI
W3031953449,"['Regression Tree (RT)', 'Self-Organizing Maps (SOM)']",Predictive AI
W3015811708,"['ensemble model', 'IoT', 'machine learning', 'water level prediction']",Predictive AI
W3098916164,"['Climate models', 'machine learning approach']",Predictive AI
W4385320121,"['robotic systems', 'AI', 'IoT sensor analytics (LSTM-based)', 'decision system']",Decision-Support AI
W3048733882,['Kohonen'],Decision-Support AI
W3211661740,"['Deep Feature Extractor', 'CTI-driven Detection', 'CTI-attack type identification']",Predictive AI
W4200053426,"['deep learning', 'digital twinning', 'disaster preparedness']",Data-Centric AI
W3084863474,"['machine learning', 'flood susceptibility mapping', 'BRT', 'FDA', 'GLM', 'MDA']",Data-Centric AI
W3181256602,"['Deep neural networks', 'Explainable AI (XAI)', 'SHAP']",Data-Centric AI
W3160119644,['Artificial Neural Networks'],Decision-Support AI
W4206518093,"['LSTM', 'back-propagation neural network']",Predictive AI
W3094294190,"['machine learning', 'LSTM-based', 'genomic approaches', 'selective sweeps']",Decision-Support AI
W4214606430,['machine learning'],Predictive AI
W4289958244,"['machine learning-derived probabilities', 'extinction risk prediction']",Predictive AI
W4291172155,"['Extreme Gradient Boosting', 'XGBoost']",Predictive AI
W4220991231,['AI Image Diagnosis'],Data-Centric AI
W3201597391,N/A,N/A
W4385429935,"['IoT sensor analytics', 'LSTM-based']",Data-Centric AI
W4311765019,['LSTM E/D'],Data-Centric AI
W4284898335,Predictive AI,main_category
W3134967300,"['Long Short-Term Memory (LSTM)', 'Feed-Forward Neural Network (FNN)']",Predictive AI
W3187829125,"['deep learning', 'bathymetry estimation']",Data-Centric AI
W4200513151,"['LSTM', 'attention']",Predictive AI
W4316690637,"['Random Forest', 'Polynomial Regression', 'Support Vector Regressor']",Predictive AI
W4289986171,"['YOLOv5', 'object detection']",Data-Centric AI
W3136335490,"['XGBoost', 'SHAP']",Data-Centric AI
W3173345453,['precipitation prediction'],Predictive AI
W3118416941,"['image and video classification', 'machine learning for image and video analysis']",Predictive AI
W4285483867,"['Deep Learning models', 'Transformer']",Predictive AI
W3186716410,"['support vector regression (SVR)', 'random forest (RF)', 'extreme learning machine (ELM)']",Predictive AI
W3132408286,[],Other
W3015846714,"['FOTO', 'planet dove']",Data-Centric AI
W3108524391,[],Data-Centric AI
W4312827846,[],Data-Centric AI
W3158201663,['Classification'],Predictive AI
W3012540406,"['deep object detection', 'neural network']",Data-Centric AI
W3162310876,"['Gaussian Mixture Model', 'geophysical surveys', 'ground model construction', 'subsurface material heterogeneity']",Decision-Support AI
W3128777423,"['machine learning', 'classifiers', 'decision tree', 'AdaBoost', 'Random Forest']",Predictive AI
W3045953689,"['Social media images', 'Multi-task deep learning', 'Regression loss', 'Pairwise ranking loss']",Data-Centric AI
W3007670829,"['U-Net semantic segmentation network', 'forested wetland inundation mapping', 'lidar intensity data', 'digital elevation model (DEM)', 'topographic wetness index (TWI)']",Data-Centric AI
W3175294292,"['Social media content filtering', 'Human-labeled tweets dataset', 'Disaster event analysis']",Data-Centric AI
W4213223813,N/A,N/A
W4362611851,['IoT sensor analytics'],Data-Centric AI
W4380365974,[],Other
W4310896207,"['NN based cloud cover parameterizations', 'Storm-resolving model simulations']",Data-Centric AI
W3159928446,"['Graph Convolutional Networks', 'Time-dependency information', 'Slope deformation prediction']",Predictive AI
W4289637285,['machine learning'],Data-Centric AI
W4280597599,"['residual deep neural networks', 'machine learning (ML) parameterizations', 'hybrid ML–physical general circulation model']",Decision-Support AI
W4310396557,"['Random Forest', 'ERA5-Land time series', 'leaf area index', 'land cover type', 'topography', 'soil properties']",Predictive AI
W4306385517,"['LSTM', 'Time-Series Forecasting']",Predictive AI
W3166886531,"['LSTM-based', 'machine learning-based']",Predictive AI
W3048348884,"['ensemble machine learning models', 'random subspace functional tree (RSFT)', 'information gain ratio']",Predictive AI
W3048206310,"['machine learning methods', 'geospatial methods']",Data-Centric AI
W4200477047,"['IoT sensor analytics', 'Machine learning']",Decision-Support AI
W4310702753,['Bayesian neural network analyses'],Predictive AI
W3010665853,"['Ppf-CM', 'Deep learning', 'Support vector machine (SVM)']",Decision-Support AI
W3172481000,[],Other
W3031154432,"['ShipDeNet-20', 'depthwise separable convolution']",Data-Centric AI
W4210572958,[],Other
W3125282169,[],Decision-Support AI
W4280645864,['IoT sensor analytics'],Predictive AI
W3198826474,"['machine learning', 'random forest models', 'poverty and malnutrition indicators', 'sequential nowcasting task']",Predictive AI
W4395505444,[],Other
W4378532848,"['process-based models', 'earth system modeling frameworks', 'data-driven/statistical methods', 'data assimilation', 'machine learning']",Data-Centric AI
W3164422209,"['EEMD', 'RNN']",Predictive AI
W3196556441,['Maxent machine learning technique'],Predictive AI
W3036878775,[],Other
W3034302383,"['machine learning models', 'tweet topics', 'rescue- and donation-related information']",Predictive AI
W3123325733,['neural network-based'],Data-Centric AI
W3181356059,"['Deep Learning (DL)', 'TRU-NET', 'cross attention mechanism', 'conditional-continuous loss function']",Data-Centric AI
W3214824726,[],Data-Centric AI
W3028208881,['machine learning'],Predictive AI
W3145409981,"['LSTM', 'GRACE', 'GRACE-FO', 'TWS']",Data-Centric AI
W4226054165,"['mathematical modelling', 'Scope 1 emissions', 'mitigation actions']",Decision-Support AI
W4221047666,"['machine learning framework', 'wildfire projections', 'socioeconomic risks']",Predictive AI
W3203685342,"['machine learning models', 'XGBoost', 'Random Forest', 'Support Vector Machine', 'satellite data']",Predictive AI
W3080155615,"['random forest', 'vegetation inventory plots', 'LiDAR data', 'multispectral and radar satellite images (Landsat 8 and ALOS-2)']",Data-Centric AI
W3217326151,[],Other
W3117945984,"['machine learning classifiers', 'biosynthetic gene clusters', 'RiPP precursors']",Predictive AI
W3134719890,[],Other
W3204110490,"['machine learning model', 'time series', 'predictive modeling']",Data-Centric AI
W4388732500,"['HYDRUS', 'parameter estimation methods', 'soil hydraulic parameters', 'boundary conditions', 'evapotranspiration partitioning']",Data-Centric AI
W3083745131,"['multi-source datasets', 'ground-based observations']",Data-Centric AI
W4297537745,"['YOLOv5', 'Forest fire detection', 'Small-target detection', 'SPPF module', 'SPPFP module', 'CBAM attention module', 'PANet', 'BiFPN', 'IoT sensor analytics']",Data-Centric AI
W3194852713,"['machine learning', 'genetic programming']",Predictive AI
W4226363237,"['machine-learning', 'climate and soybean yield relationships']",Predictive AI
W4309581943,"['satellite imagery preprocessing', 'reanalysis datasets reconstruction']",Data-Centric AI
W3159169772,"['Landsat', 'Sentinel-2', 'deep learning']",Data-Centric AI
W3202385205,[],Data-Centric AI
W3129309130,"['deep learning methods', 'individual-level crown estimates']",Data-Centric AI
W3133985936,['ANFIS'],Predictive AI
W3004288773,"['annotation tools', 'video/image enhancement', 'machine learning', 'deep learning']",Data-Centric AI
W3205382757,['machine learning'],Predictive AI
W3022263617,"['DNN model', 'habitat suitability estimation']",Predictive AI
W3119755702,[],Other
W4210602359,"['deep learning', 'UAV imagery', 'photogrammetric point clouds']",Data-Centric AI
W4211152585,"['Stacked Long Short-Term Memory (S-LSTM)', 'Bidirectional Long Short-Term Memory (Bi-LSTM)', 'Gated Recurrent Unit (GRU)']",Predictive AI
W3127802922,"['machine learning approach', 'natural disturbances', 'forest management interventions']",Predictive AI
W3117553304,"['BitterIntense', 'molecules', 'chemical structure']",Data-Centric AI
